Civilian_Casualties,Estimated_Dollar_Loss,Building_Status,Business_Impact,Fire_Alarm_System_Operation,Method_Of_Fire_Control,Smoke_Alarm_at_Fire_Origin,Sprinkler_System_Presence,TFS_Alarm_Time,TFS_Arrival_Time,Fire_Under_Control_Time,Number_of_responding_apparatus,Number_of_responding_personnel
0,91700,Occupied,None,Not present,CO2,Present,Present,2021-12-03T08:38:40Z,2021-06-06T14:37:51Z,2021-05-16T09:27:19Z,10,6
3,43400,NA,Moderate,Operational,CO2,Absent,Absent,2021-06-21T14:23:12Z,2021-03-04T17:23:21Z,2021-10-15T04:25:27Z,8,14
4,64400,Occupied,Minor,Operational,CO2,Present,Absent,2021-03-31T10:21:45Z,2021-03-18T20:49:53Z,2021-12-02T00:16:37Z,3,31
6,61500,Occupied,None,Operational,Foam,Present,NA,2021-06-06T12:25:38Z,2021-09-02T07:34:36Z,2021-08-21T23:41:22Z,1,39
2,92100,Occupied,None,Operational,CO2,NA,Absent,2021-10-19T01:21:47Z,2021-07-04T03:15:10Z,2021-10-28T01:41:56Z,8,49
5,84200,Occupied,Moderate,Operational,Water,Present,Absent,2021-01-06T13:48:24Z,2021-10-02T02:02:56Z,2021-04-16T07:54:10Z,1,17
7,74100,NA,NA,Not present,Dry chemical,Present,Present,2021-12-29T00:48:22Z,2021-12-04T14:21:37Z,2021-09-12T06:21:57Z,2,10
2,60200,Unoccupied,None,Operational,Water,Present,Present,2021-12-26T03:19:47Z,2021-11-05T18:04:40Z,2021-07-02T17:26:39Z,6,21
2,77900,Abandoned,Moderate,Operational,Water,Absent,Absent,2021-05-28T20:21:42Z,2021-03-01T10:50:11Z,2021-09-25T01:11:34Z,10,25
10,40600,Occupied,Moderate,Operational,Water,Present,Present,2021-07-19T08:42:41Z,2021-12-08T00:23:47Z,2021-12-12T12:20:49Z,1,17
5,40000,Unoccupied,None,Operational,Dry chemical,Absent,NA,2021-03-19T09:18:16Z,2021-01-10T05:59:52Z,2021-07-06T18:52:00Z,3,24
8,18000,Occupied,Severe,Not present,Dry chemical,Present,Absent,2021-04-19T18:14:07Z,2021-01-05T01:45:14Z,2021-06-29T23:20:55Z,9,7
3,44200,NA,Moderate,Operational,Foam,NA,Absent,2021-09-08T12:36:56Z,2021-04-25T07:24:35Z,2021-07-05T15:16:13Z,10,20
0,69800,Occupied,None,Operational,No intervention,Absent,NA,2021-07-15T09:43:44Z,2021-01-03T02:17:30Z,2021-04-01T00:54:20Z,8,29
5,55500,Occupied,None,Operational,CO2,Absent,Absent,2021-02-12T05:30:40Z,2021-05-07T16:41:00Z,2021-02-06T19:21:44Z,6,43
6,47700,Abandoned,Severe,Operational,Water,Absent,Not applicable,2021-06-06T09:07:14Z,2021-08-01T18:45:31Z,2021-09-07T21:10:00Z,1,17
7,80800,Occupied,Severe,Not present,Foam,Absent,Not applicable,2021-08-09T10:40:51Z,2021-02-16T16:05:41Z,2021-09-24T05:38:07Z,9,13
2,88500,Occupied,None,Operational,Water,Present,NA,2021-07-01T06:38:05Z,2021-01-14T19:59:06Z,2021-08-14T06:09:05Z,10,14
9,38300,Occupied,None,Operational,Water,Unknown,Present,2021-07-28T00:44:07Z,2021-04-28T08:16:55Z,2021-04-15T18:27:23Z,1,38
4,74700,NA,None,Operational,Dry chemical,Present,Absent,2021-01-20T18:45:54Z,2021-09-25T16:01:03Z,2021-02-21T21:55:00Z,9,27
7,91500,Occupied,None,Operational,Dry chemical,Absent,Not applicable,2021-08-15T15:42:56Z,2021-10-01T14:09:50Z,2021-10-07T10:22:21Z,1,42
3,91000,Occupied,None,Operational,Dry chemical,Absent,Present,2021-09-03T11:39:11Z,2021-05-17T16:42:16Z,2021-07-19T02:01:25Z,6,3
2,72700,Occupied,None,Operational,Water,Unknown,Not applicable,2021-10-06T20:40:52Z,2021-07-27T15:46:28Z,2021-06-13T00:38:27Z,2,4
5,2500,Abandoned,Severe,Operational,Dry chemical,Absent,Absent,2021-09-06T10:20:13Z,2021-12-04T09:08:19Z,2021-07-18T11:42:08Z,1,38
4,33300,Occupied,None,Operational,Foam,NA,NA,2021-04-11T10:33:32Z,2021-05-21T15:12:05Z,2021-03-01T09:44:06Z,7,38
8,13100,NA,Minor,Operational,CO2,NA,Present,2021-03-05T17:04:54Z,2021-12-27T21:52:22Z,2021-11-28T12:05:02Z,2,1
6,41600,NA,Minor,Operational,Water,Absent,Not applicable,2021-07-15T02:29:15Z,2021-03-04T11:54:51Z,2021-06-22T05:53:28Z,9,23
6,81200,Occupied,Minor,Operational,Dry chemical,Present,Present,2021-04-06T07:36:44Z,2021-01-23T15:44:51Z,2021-02-06T11:00:13Z,8,38
7,43300,Unoccupied,Minor,Operational,Dry chemical,Absent,Present,2021-09-04T21:48:44Z,2021-10-15T22:08:40Z,2021-05-01T00:33:49Z,3,7
6,9400,Abandoned,None,NA,NA,NA,Absent,2021-01-05T16:30:24Z,2021-12-03T04:27:48Z,2021-01-12T13:04:32Z,2,42
5,91500,Occupied,Severe,Operational,CO2,Absent,Absent,2021-02-08T12:53:54Z,2021-10-17T05:50:54Z,2021-12-29T23:51:14Z,10,18
5,35800,Abandoned,None,Operational,Dry chemical,Present,Present,2021-07-19T14:58:20Z,2021-11-16T03:31:30Z,2021-06-01T10:24:20Z,8,27
4,20300,Occupied,None,Operational,Dry chemical,NA,Absent,2021-06-17T01:26:22Z,2021-04-16T21:56:22Z,2021-03-29T03:32:45Z,2,27
5,54800,NA,Minor,Operational,Dry chemical,Present,Not applicable,2021-12-06T05:24:04Z,2021-06-22T04:27:03Z,2021-07-24T14:11:29Z,4,36
4,13500,Occupied,None,Operational,Dry chemical,Absent,Not applicable,2021-01-13T09:35:47Z,2021-04-06T18:54:20Z,2021-07-21T04:14:27Z,2,13
1,81900,Occupied,None,Operational,Dry chemical,Present,Absent,2021-05-13T08:37:44Z,2021-02-11T13:45:21Z,2021-05-26T12:20:13Z,1,45
8,88700,Occupied,None,Non-operational,CO2,Present,NA,2021-12-31T20:46:17Z,2021-04-12T17:56:01Z,2021-10-23T13:04:09Z,3,31
5,70300,Occupied,NA,Operational,CO2,Present,NA,2021-07-20T11:08:01Z,2021-09-05T09:51:58Z,2021-02-18T05:03:41Z,1,23
0,25500,Occupied,Minor,Non-operational,Dry chemical,Absent,Not applicable,2021-07-21T03:54:10Z,2021-10-10T03:48:36Z,2021-08-13T15:38:19Z,2,13
0,23400,Occupied,None,Operational,No intervention,NA,Absent,2021-12-08T19:27:13Z,2021-05-11T15:12:59Z,2021-05-28T18:25:07Z,5,20
10,50500,Occupied,None,NA,NA,Present,NA,2021-12-08T06:49:08Z,2021-07-04T03:50:12Z,2021-11-06T11:50:54Z,3,1
1,93200,Occupied,None,Operational,Dry chemical,Present,Absent,2021-05-01T20:52:46Z,2021-12-22T07:28:59Z,2021-09-27T22:23:34Z,4,31
5,7400,Occupied,None,Operational,CO2,Present,Present,2021-03-18T14:32:07Z,2021-04-04T00:01:06Z,2021-04-28T05:03:48Z,5,34
8,5600,Abandoned,Moderate,Operational,Foam,Present,Not applicable,2021-02-27T03:32:44Z,2021-01-27T14:02:48Z,2021-01-04T08:13:15Z,5,35
1,22400,NA,None,NA,No intervention,Absent,Not applicable,2021-06-05T03:33:01Z,2021-05-05T10:30:52Z,2021-04-10T22:03:29Z,2,4
4,58200,Abandoned,None,Operational,Dry chemical,Present,Not applicable,2021-05-18T20:49:25Z,2021-09-22T11:24:55Z,2021-11-14T17:54:31Z,8,29
2,57200,Occupied,None,Operational,NA,Present,Absent,2021-09-12T02:28:49Z,2021-05-03T19:23:24Z,2021-08-21T05:12:50Z,1,4
8,96700,Occupied,None,Operational,Water,Absent,Present,2021-06-19T21:16:36Z,2021-05-16T07:17:42Z,2021-02-08T21:26:57Z,9,42
5,94300,Occupied,NA,NA,Dry chemical,Absent,NA,2021-12-06T17:48:10Z,2021-08-18T16:17:40Z,2021-03-31T20:58:31Z,6,6
1,20100,Occupied,Moderate,NA,NA,Present,Not applicable,2021-08-18T12:32:45Z,2021-03-06T04:23:19Z,2021-11-11T05:14:40Z,2,10
10,78300,Occupied,None,Operational,Dry chemical,Absent,Absent,2021-08-16T03:01:47Z,2021-06-01T00:26:47Z,2021-02-23T19:56:03Z,9,37
8,47800,Occupied,None,Operational,Water,Absent,Not applicable,2021-10-13T07:27:01Z,2021-06-12T10:45:42Z,2021-09-10T00:45:01Z,6,1
5,52300,Occupied,None,Operational,Foam,NA,Not applicable,2021-07-08T14:38:26Z,2021-03-13T04:38:27Z,2021-01-05T00:43:52Z,4,29
0,28800,Occupied,Moderate,Non-operational,CO2,Present,NA,2021-01-29T19:49:52Z,2021-12-20T03:30:37Z,2021-06-27T17:59:20Z,3,45
7,56400,NA,None,Operational,CO2,Absent,Present,2021-05-07T03:12:43Z,2021-10-24T17:30:45Z,2021-01-12T19:40:35Z,10,14
6,18700,Abandoned,None,Operational,No intervention,Present,Absent,2021-10-12T12:45:15Z,2021-04-10T20:00:36Z,2021-02-16T02:41:01Z,7,20
8,62600,Occupied,None,Operational,Foam,Unknown,Present,2021-06-16T19:40:46Z,2021-09-25T02:53:23Z,2021-10-22T05:10:04Z,9,34
5,18900,NA,NA,Operational,Dry chemical,Unknown,Present,2021-06-05T14:45:45Z,2021-11-25T15:47:41Z,2021-11-03T16:13:32Z,10,31
5,31400,Occupied,None,Not present,No intervention,NA,Present,2021-07-17T04:11:11Z,2021-01-28T21:09:18Z,2021-07-08T01:15:41Z,7,28
5,39400,Occupied,Minor,Non-operational,Foam,Present,Present,2021-09-05T04:08:37Z,2021-04-30T03:46:14Z,2021-07-07T15:45:07Z,8,41
4,95400,Occupied,Minor,Not present,NA,NA,Absent,2021-03-07T05:56:06Z,2021-12-22T18:31:16Z,2021-07-20T05:23:29Z,10,27
1,51700,Unoccupied,Minor,Operational,CO2,Absent,Not applicable,2021-07-10T02:28:38Z,2021-04-28T08:53:52Z,2021-11-11T03:38:16Z,1,39
7,91700,Occupied,Moderate,Operational,CO2,Unknown,Not applicable,2021-12-01T12:44:59Z,2021-07-29T23:47:41Z,2021-02-16T05:56:43Z,6,31
1,2900,Occupied,Moderate,NA,Dry chemical,NA,Not applicable,2021-03-17T19:10:42Z,2021-07-29T13:14:01Z,2021-09-09T22:02:22Z,5,30
7,33100,Occupied,None,Operational,Water,Absent,Absent,2021-04-16T06:46:10Z,2021-05-14T08:49:33Z,2021-03-06T11:29:13Z,9,42
10,41200,Occupied,None,Operational,No intervention,Absent,Absent,2021-08-22T00:14:18Z,2021-11-10T03:34:17Z,2021-08-23T03:54:29Z,9,34
4,74000,Occupied,None,Operational,Foam,Absent,Not applicable,2021-05-27T17:17:45Z,2021-08-24T12:45:11Z,2021-04-07T21:07:54Z,8,7
10,59700,NA,Minor,Operational,Water,Absent,Present,2021-06-12T18:41:50Z,2021-04-19T08:01:05Z,2021-06-21T17:54:54Z,7,37
2,44000,Occupied,None,Operational,NA,Present,Absent,2021-05-03T01:07:02Z,2021-04-29T09:15:39Z,2021-05-01T05:17:18Z,7,43
10,77500,Abandoned,None,Operational,Water,Absent,Not applicable,2021-06-24T07:02:24Z,2021-06-04T12:18:50Z,2021-12-11T10:52:39Z,5,20
10,9200,Unoccupied,Minor,Operational,No intervention,Absent,Absent,2021-03-05T14:25:25Z,2021-09-28T15:37:12Z,2021-10-04T22:37:55Z,8,31
9,62700,Occupied,None,Non-operational,CO2,Absent,Absent,2021-07-03T09:23:57Z,2021-12-30T06:19:43Z,2021-10-28T11:30:46Z,9,24
5,14300,Occupied,None,Operational,No intervention,Absent,Present,2021-12-13T19:39:34Z,2021-09-07T16:29:38Z,2021-06-24T17:32:13Z,7,11
3,29600,Unoccupied,None,Operational,No intervention,Absent,Absent,2021-11-08T06:51:25Z,2021-02-24T15:20:29Z,2021-10-25T07:34:20Z,3,3
4,43000,Abandoned,None,Operational,NA,Absent,Absent,2021-07-29T21:16:07Z,2021-04-04T19:05:25Z,2021-05-04T07:59:02Z,5,10
3,37200,Abandoned,Moderate,Operational,CO2,Absent,Not applicable,2021-10-29T11:43:41Z,2021-01-27T17:28:15Z,2021-04-29T18:11:17Z,8,50
7,49200,Occupied,None,Operational,No intervention,Absent,Absent,2021-03-21T18:54:47Z,2021-05-08T00:24:23Z,2021-08-17T08:20:47Z,7,43
6,4100,Occupied,Minor,Operational,Dry chemical,Present,Present,2021-04-10T19:32:20Z,2021-01-12T10:21:58Z,2021-05-15T07:16:49Z,4,26
0,66500,Occupied,Severe,Operational,Foam,Absent,NA,2021-05-27T00:59:56Z,2021-12-01T02:31:46Z,2021-10-31T16:54:04Z,9,8
2,40900,Occupied,None,Operational,NA,Present,Absent,2021-11-25T13:01:40Z,2021-02-05T23:39:48Z,2021-03-25T10:53:35Z,8,40
6,9800,Abandoned,Minor,Operational,No intervention,Present,Absent,2021-12-24T22:41:20Z,2021-09-27T08:21:19Z,2021-07-06T07:18:35Z,3,34
4,8100,Occupied,None,Operational,No intervention,Present,Not applicable,2021-12-11T09:39:50Z,2021-04-14T17:21:50Z,2021-03-05T21:25:33Z,7,33
7,90300,Occupied,Minor,NA,No intervention,Present,Present,2021-02-15T22:29:50Z,2021-06-06T19:11:20Z,2021-10-03T23:00:13Z,7,36
7,41000,Occupied,Moderate,Operational,Dry chemical,Present,Present,2021-10-06T06:14:01Z,2021-10-07T01:16:06Z,2021-02-24T12:21:18Z,7,28
3,52300,Occupied,Minor,Operational,Dry chemical,Absent,Present,2021-02-03T10:43:25Z,2021-01-27T02:16:13Z,2021-07-20T14:19:02Z,8,13
1,52700,Occupied,None,Operational,No intervention,Present,Present,2021-09-20T00:17:48Z,2021-09-15T14:58:39Z,2021-05-15T10:24:23Z,1,11
5,73600,Occupied,None,Operational,Dry chemical,Present,Absent,2021-11-02T01:34:30Z,2021-05-21T15:35:26Z,2021-01-12T13:30:00Z,7,40
7,85400,Unoccupied,Moderate,Operational,CO2,Present,Not applicable,2021-03-08T06:18:43Z,2021-03-01T20:20:38Z,2021-01-26T00:44:43Z,7,31
6,97000,NA,None,Not present,CO2,Absent,Present,2021-10-16T07:34:57Z,2021-12-05T02:01:24Z,2021-03-21T07:22:03Z,6,44
8,79300,Occupied,None,Non-operational,Water,Absent,Present,2021-04-25T16:54:39Z,2021-09-18T20:10:59Z,2021-02-13T01:41:45Z,2,49
8,40700,Occupied,Severe,Operational,No intervention,Absent,NA,2021-11-19T22:36:45Z,2021-01-29T10:07:31Z,2021-01-06T10:21:46Z,1,4
1,36300,Occupied,None,Operational,No intervention,Absent,Not applicable,2021-09-11T19:15:29Z,2021-08-26T23:55:24Z,2021-06-02T20:48:28Z,2,36
9,52500,Occupied,None,Operational,Foam,Absent,Not applicable,2021-08-14T13:39:41Z,2021-10-23T03:40:36Z,2021-11-25T01:36:43Z,3,19
5,82500,Abandoned,Moderate,Operational,No intervention,Absent,Not applicable,2021-02-09T05:26:36Z,2021-12-27T01:18:31Z,2021-05-20T10:02:25Z,6,30
0,79100,Occupied,None,NA,Water,NA,Not applicable,2021-07-15T13:07:33Z,2021-02-12T00:38:14Z,2021-09-12T15:49:32Z,4,40
5,69100,Abandoned,None,Non-operational,CO2,Present,Not applicable,2021-06-29T20:29:49Z,2021-02-14T14:51:39Z,2021-03-07T03:43:26Z,2,42
7,82800,NA,Severe,Non-operational,Dry chemical,Unknown,Absent,2021-02-13T06:08:45Z,2021-12-25T04:54:12Z,2021-05-06T20:40:00Z,8,49
9,45900,Occupied,Minor,Operational,Dry chemical,Present,Not applicable,2021-03-11T20:01:57Z,2021-12-28T05:35:31Z,2021-03-09T00:40:29Z,7,38
2,64400,Occupied,Moderate,Operational,Dry chemical,Absent,Present,2021-09-22T18:07:00Z,2021-03-01T07:11:36Z,2021-02-21T15:39:05Z,4,25
9,49400,NA,Moderate,Operational,CO2,Present,NA,2021-01-24T23:31:45Z,2021-07-11T16:14:14Z,2021-04-07T20:45:15Z,9,5
5,32200,Occupied,Minor,NA,NA,Present,Not applicable,2021-12-11T05:32:34Z,2021-12-15T09:04:27Z,2021-07-15T04:14:19Z,10,40
5,12600,Unoccupied,Moderate,Operational,CO2,Absent,Absent,2021-07-07T16:59:57Z,2021-01-17T10:56:05Z,2021-09-17T14:07:30Z,10,26
9,41000,Occupied,Minor,Operational,NA,Absent,Not applicable,2021-11-28T02:28:14Z,2021-10-29T05:31:31Z,2021-03-14T05:58:03Z,4,11
2,29200,Unoccupied,None,Operational,Water,Absent,Absent,2021-03-04T06:07:46Z,2021-03-03T12:53:08Z,2021-05-31T20:38:35Z,6,30
7,8000,Occupied,None,Operational,CO2,Absent,Present,2021-08-07T04:50:23Z,2021-06-12T00:35:15Z,2021-11-26T02:55:07Z,6,9
4,67400,Occupied,Moderate,Operational,NA,Absent,Present,2021-04-08T10:14:53Z,2021-12-20T21:43:54Z,2021-07-02T03:19:57Z,5,42
9,48500,Occupied,Minor,Not present,NA,Present,Absent,2021-11-03T04:00:22Z,2021-05-18T04:33:14Z,2021-10-06T04:55:45Z,2,35
4,52300,Occupied,None,Operational,No intervention,Absent,Absent,2021-04-01T14:10:02Z,2021-01-23T08:51:15Z,2021-01-01T17:42:31Z,2,19
7,53900,Occupied,Minor,Operational,No intervention,Absent,Not applicable,2021-07-14T01:43:03Z,2021-11-29T12:06:33Z,2021-07-09T16:15:36Z,8,3
0,23400,Occupied,None,Operational,Foam,Present,Absent,2021-04-08T07:14:44Z,2021-08-28T15:26:34Z,2021-01-27T11:30:08Z,10,40
0,74300,Unoccupied,None,Operational,No intervention,Absent,Present,2021-03-30T23:04:04Z,2021-05-05T08:12:01Z,2021-07-21T11:58:31Z,3,12
6,98900,NA,None,Not present,Water,Unknown,Present,2021-10-14T17:06:49Z,2021-06-05T12:33:00Z,2021-07-10T10:17:25Z,3,37
7,26000,Occupied,None,Operational,CO2,Present,Not applicable,2021-11-19T13:34:35Z,2021-10-24T20:10:42Z,2021-05-02T22:19:37Z,2,5
0,96400,Abandoned,Severe,Not present,Water,Absent,Not applicable,2021-05-20T11:00:42Z,2021-01-11T13:39:16Z,2021-07-15T13:35:40Z,10,39
4,96600,Occupied,None,Operational,Water,Absent,Not applicable,2021-07-17T02:29:52Z,2021-10-08T20:03:03Z,2021-08-10T22:52:18Z,10,26
0,31100,Occupied,Moderate,Operational,Dry chemical,Absent,Present,2021-03-03T18:23:18Z,2021-10-26T03:22:34Z,2021-06-20T19:23:31Z,6,13
9,26900,Abandoned,Severe,Non-operational,Water,Present,Not applicable,2021-05-18T14:40:34Z,2021-12-27T13:55:37Z,2021-03-18T08:35:01Z,1,37
3,84500,Unoccupied,None,Not present,Water,Present,Present,2021-01-15T01:38:28Z,2021-10-23T14:39:58Z,2021-07-10T16:46:49Z,2,13
4,61200,Abandoned,None,Operational,Foam,Present,Present,2021-10-21T12:03:32Z,2021-01-04T17:36:03Z,2021-05-02T07:24:47Z,3,46
10,78600,NA,None,Operational,Water,Absent,Absent,2021-04-30T19:58:46Z,2021-03-01T05:47:20Z,2021-05-25T17:33:27Z,5,27
1,69000,Occupied,None,Operational,No intervention,Present,Present,2021-12-28T11:54:52Z,2021-04-18T04:35:38Z,2021-02-23T13:30:03Z,1,12
9,41000,NA,None,NA,CO2,Present,Present,2021-08-10T03:06:29Z,2021-09-05T00:34:04Z,2021-03-11T07:42:00Z,9,5
10,45800,Occupied,None,Not present,Dry chemical,Absent,Present,2021-04-09T18:59:37Z,2021-03-08T22:30:42Z,2021-11-29T20:06:58Z,4,22
1,33300,Occupied,None,Operational,Water,Absent,Not applicable,2021-04-14T17:07:43Z,2021-10-04T16:44:44Z,2021-01-17T17:39:02Z,2,38
4,79500,Occupied,Moderate,Operational,Water,Present,Absent,2021-10-06T07:31:42Z,2021-01-24T11:16:31Z,2021-06-01T14:51:24Z,6,19
3,83200,Occupied,None,Not present,CO2,Absent,Not applicable,2021-08-10T18:57:51Z,2021-07-17T13:15:21Z,2021-12-27T13:30:21Z,10,15
1,4700,Occupied,None,Operational,Water,Present,Present,2021-02-23T07:39:12Z,2021-05-18T12:48:04Z,2021-08-13T23:22:34Z,2,49
6,70200,Occupied,Moderate,Operational,No intervention,Absent,Absent,2021-07-04T00:27:01Z,2021-05-28T06:24:58Z,2021-06-18T14:57:30Z,4,29
1,39000,NA,None,Non-operational,Dry chemical,Present,Present,2021-12-09T16:28:17Z,2021-11-06T21:03:15Z,2021-03-08T14:35:40Z,1,9
0,25600,Occupied,None,Non-operational,Dry chemical,Absent,Present,2021-05-04T05:58:40Z,2021-10-01T09:24:08Z,2021-06-17T05:37:42Z,6,2
2,47000,Occupied,Moderate,Operational,Dry chemical,Absent,Not applicable,2021-11-22T02:21:47Z,2021-10-19T17:44:08Z,2021-04-26T08:16:51Z,7,3
4,37800,Unoccupied,None,Operational,Foam,Absent,Not applicable,2021-05-26T22:20:08Z,2021-03-27T19:06:28Z,2021-07-23T23:27:43Z,9,4
2,17600,Occupied,None,Operational,NA,Unknown,Not applicable,2021-08-15T23:35:30Z,2021-10-23T18:35:54Z,2021-02-02T18:35:45Z,2,30
0,65100,NA,None,Operational,NA,Present,Present,2021-11-13T17:57:57Z,2021-10-16T20:36:22Z,2021-02-05T22:21:15Z,7,11
6,35200,Occupied,None,Operational,Dry chemical,Present,Not applicable,2021-10-26T17:13:55Z,2021-06-01T22:48:10Z,2021-07-24T01:48:25Z,8,47
8,28500,Occupied,None,Not present,CO2,Unknown,Not applicable,2021-11-30T06:52:24Z,2021-01-25T16:00:16Z,2021-10-26T02:34:38Z,3,5
5,94500,NA,None,Operational,NA,Present,Not applicable,2021-10-08T09:11:32Z,2021-10-16T13:00:41Z,2021-08-15T05:47:18Z,8,18
7,56100,Occupied,Moderate,Non-operational,Foam,Present,Present,2021-06-20T11:18:09Z,2021-07-30T16:51:38Z,2021-03-16T10:17:38Z,6,2
6,88700,NA,None,Operational,NA,Present,Present,2021-09-08T03:04:59Z,2021-10-17T03:51:18Z,2021-01-25T10:42:49Z,8,30
5,66300,Abandoned,None,Not present,Dry chemical,Unknown,Not applicable,2021-10-28T17:32:32Z,2021-06-21T14:56:32Z,2021-12-12T14:47:38Z,9,4
8,5900,Occupied,Moderate,Operational,CO2,Absent,NA,2021-12-17T03:29:11Z,2021-04-27T04:45:48Z,2021-09-04T01:20:54Z,1,8
6,48300,Occupied,None,Operational,Dry chemical,Absent,Absent,2021-11-18T11:53:40Z,2021-12-06T11:23:24Z,2021-04-26T10:16:02Z,6,50
9,83000,Occupied,None,Operational,CO2,NA,Absent,2021-12-18T01:44:02Z,2021-09-16T19:58:18Z,2021-09-01T08:53:00Z,7,36
5,86400,Unoccupied,Minor,Non-operational,NA,Present,Absent,2021-05-01T14:25:55Z,2021-07-23T06:52:14Z,2021-04-12T22:52:16Z,2,7
3,17500,Occupied,None,Operational,CO2,NA,Not applicable,2021-09-27T09:29:50Z,2021-07-03T06:05:08Z,2021-04-08T18:46:32Z,9,34
8,55600,Occupied,None,Operational,Water,Present,Present,2021-04-18T20:40:30Z,2021-08-05T17:58:50Z,2021-12-14T00:12:22Z,1,21
6,49000,Occupied,NA,Not present,NA,Absent,Not applicable,2021-06-25T17:33:39Z,2021-03-13T18:53:59Z,2021-04-13T13:43:16Z,2,17
4,90900,Occupied,None,Operational,CO2,Present,Not applicable,2021-10-18T13:09:07Z,2021-04-27T17:47:11Z,2021-09-06T13:49:34Z,5,7
10,10400,NA,None,Operational,Foam,Present,Present,2021-04-08T09:51:35Z,2021-06-29T05:33:26Z,2021-09-11T18:32:13Z,5,38
4,37900,Unoccupied,Minor,Operational,NA,Unknown,Present,2021-04-30T10:02:09Z,2021-01-01T08:08:11Z,2021-04-22T05:52:27Z,4,41
1,67200,Occupied,None,Operational,Water,Present,Not applicable,2021-03-13T09:49:59Z,2021-09-20T00:18:11Z,2021-04-04T10:25:25Z,7,35
10,96400,Occupied,Moderate,Operational,CO2,Absent,Present,2021-09-10T03:26:22Z,2021-05-17T04:41:31Z,2021-11-18T10:10:06Z,3,1
6,96400,Occupied,Severe,Operational,Water,Unknown,Absent,2021-10-05T11:35:28Z,2021-12-07T04:41:30Z,2021-02-08T03:21:56Z,7,35
4,84000,Occupied,None,Operational,Water,Absent,Absent,2021-07-29T15:22:07Z,2021-04-23T17:58:08Z,2021-01-10T08:32:52Z,7,35
9,86300,Occupied,None,Operational,NA,Absent,Present,2021-01-11T23:11:46Z,2021-08-25T20:15:33Z,2021-03-14T00:33:42Z,4,38
9,18900,Unoccupied,NA,Operational,No intervention,Unknown,Absent,2021-02-14T16:02:52Z,2021-02-08T16:03:58Z,2021-07-19T19:15:05Z,2,20
5,60200,Occupied,Moderate,Operational,Foam,Absent,Not applicable,2021-02-01T01:00:54Z,2021-08-22T15:45:14Z,2021-09-24T06:34:26Z,5,38
7,4300,Occupied,Moderate,Operational,NA,Unknown,Absent,2021-07-27T01:21:56Z,2021-06-28T21:40:58Z,2021-07-03T22:19:47Z,4,42
6,72300,Occupied,Minor,NA,NA,NA,Absent,2021-01-08T22:44:35Z,2021-05-12T02:17:47Z,2021-05-28T05:16:53Z,5,34
2,73000,Occupied,Minor,Operational,NA,Absent,Present,2021-05-16T19:29:34Z,2021-02-01T14:13:44Z,2021-05-09T13:15:31Z,4,24
10,96500,NA,None,NA,NA,Unknown,Not applicable,2021-12-06T18:52:48Z,2021-12-02T10:00:18Z,2021-03-26T21:34:56Z,8,19
7,28900,Occupied,None,Operational,CO2,Present,NA,2021-06-06T04:57:22Z,2021-01-03T23:48:52Z,2021-07-12T16:47:46Z,8,19
5,28000,Occupied,Minor,Operational,NA,NA,Present,2021-09-09T00:41:06Z,2021-12-01T19:10:58Z,2021-06-01T11:08:13Z,6,29
0,55200,Unoccupied,Moderate,NA,NA,Present,NA,2021-06-07T00:41:11Z,2021-04-13T11:43:06Z,2021-09-25T23:55:33Z,1,47
5,57500,Occupied,None,Operational,NA,Absent,Absent,2021-01-30T06:07:42Z,2021-10-24T18:22:37Z,2021-07-27T10:37:44Z,9,7
3,30300,Occupied,None,Non-operational,Dry chemical,Absent,Not applicable,2021-05-28T05:17:43Z,2021-08-13T14:39:33Z,2021-02-20T22:06:54Z,2,26
2,99100,Occupied,None,Operational,Water,Present,Present,2021-09-16T10:54:54Z,2021-11-02T02:20:46Z,2021-02-28T10:22:58Z,3,25
9,10100,Occupied,Moderate,Operational,NA,Absent,Absent,2021-06-15T01:47:18Z,2021-07-07T03:31:43Z,2021-09-06T03:16:11Z,9,15
5,55500,Occupied,None,Operational,Water,Absent,Absent,2021-01-29T10:00:12Z,2021-03-03T21:29:37Z,2021-02-17T02:15:44Z,9,40
6,91400,Abandoned,Moderate,Operational,Dry chemical,Absent,Not applicable,2021-06-24T17:42:17Z,2021-02-12T10:08:12Z,2021-04-20T15:14:22Z,4,37
6,70300,Occupied,Moderate,Operational,No intervention,NA,Absent,2021-04-21T23:21:37Z,2021-07-20T23:54:53Z,2021-11-03T02:57:24Z,1,30
5,91100,Unoccupied,Minor,Operational,NA,NA,Not applicable,2021-01-29T13:47:36Z,2021-05-01T12:08:57Z,2021-09-08T21:26:14Z,1,39
6,46200,Occupied,Minor,Not present,Dry chemical,Absent,Present,2021-02-28T08:57:49Z,2021-01-17T17:48:29Z,2021-08-27T03:01:14Z,1,15
0,36700,NA,Moderate,Operational,Foam,Absent,Not applicable,2021-12-05T11:28:31Z,2021-04-20T03:38:43Z,2021-06-24T05:07:18Z,9,47
5,95800,Occupied,None,Operational,NA,Absent,Absent,2021-02-04T08:02:50Z,2021-04-11T02:07:33Z,2021-07-07T02:33:32Z,5,33
10,86800,Occupied,Minor,Operational,Dry chemical,NA,Present,2021-08-20T04:06:07Z,2021-03-30T21:59:40Z,2021-05-27T12:32:52Z,4,45
